ticker,verdict,reason
TXMD,C,no verifiable description
RNAZ,C,no verifiable description
UPC,C,no verifiable description
VERU,C,no verifiable description
VICP,C,pre-revenue single-product developer unproven
VYYRF,C,no verifiable description
HOWL,C,no verifiable description
AALBF,A,hydronic flow control and piping cut building energy use
AMD,C,no verifiable description
ADTTF,B,chip test equipment real QA layer but indirect need fit
AEMFF,C,test handlers plus contract manufacturing undifferentiated
AIXXF,B,SiC/GaN deposition enables efficient power chips but cyclical
ALFVY,A,heat transfer and separation efficiency across energy food water
ALGM,B,auto sensor and power ICs plausible efficiency unproven edge
AMDLY,B,metal fabrication machinery general manufacturing efficiency
AMBA,C,camera AI chips consumer surveillance not durable need
AMKR,C,thin-margin outsourced packaging commodity service
AMSSY,C,consumer optical sensors and lamps weak differentiation
ADI,B,broad analog chips enable industrial auto efficiency
ADRZY,A,hydropower recycling and waste-to-energy plant technology
AITUY,B,network test instruments comms infrastructure QA
AMAT,A,semicap leader compressing cost per chip
AAOI,C,commoditized optical transceivers low margins
ARM,B,power-efficient CPU IP but licensing rent model
ASX,C,commodity packaging and test services thin margins
ASMLF,A,lithography monopoly drives cost per transistor down
ASMVF,B,assembly and packaging equipment second-tier semicap
ALAB,C,AI datacenter capex play not durable-need system
ATLKY,A,compressed-air and vacuum systems cut industrial energy
AXTI,C,cyclical compound-substrate commodity supplier
YMATF,A,building automation cuts HVAC energy use
BYPLF,C,outsourced heat-treatment service thin margins
AVGO,B,networking chips for comms infrastructure mixed software rollup
CBRS,C,AI compute challenger story-driven capex play
CHFFF,C,waste-energy concessions shrinking revenue utility model
CRUS,C,smartphone audio chips consumer gadget market
CKDOF,B,pneumatic automation components generic efficiency fit
TSPCF,A,waste collection and resource recovery essential circular service
CODAF,C,hobby metal detectors and military communications
CRDO,C,AI datacenter connectivity capex-boom dependent
DAIUF,A,logistics and material-handling automation efficiency
DNIYY,B,steel plant tech including direct reduction but shrinking
DIOD,C,commodity-adjacent discrete semiconductors weak differentiation
DSCSY,A,dominant wafer dicing grinding tools chip cost compression
MRSKF,B,machine tools general manufacturing efficiency
EBCOF,A,pumps and waste-treatment infrastructure for water energy
ENPH,B,decentralized home solar strong fit but revenue contracting
FANUF,B,robots and CNC automation efficiency broad not need-specific
FRRZF,C,mixed semi parts supplier moderate differentiation
FSLR,A,differentiated solar modules lower clean energy cost
FLIDF,B,mining process equipment efficiency angle commodity end-market
FORM,B,probe card leader test consumables indirect fit
FMMFF,B,component-mounting robots general automation
FCHRF,A,leak-free piping cuts water loss in buildings industry
GFS,B,mainstream foundry essential chips commodity pressure
HAIIF,C,injection molding machines commodity plastics enabler
HSYDF,B,precision robot reducers automation component
HXGBY,A,precision measurement boosts construction and farm efficiency
HIMX,C,display driver chips consumer electronics commodity
HRIBF,A,emissions water and process measurement instruments
HSHZY,B,commercial food-service equipment food fit efficiency unclear
ICHR,C,outsourced semicap subsystems thin margins
IHICY,B,heavy infrastructure mix defense segment dilutes fit
IMIUY,B,fluid and motion control efficiency broad industrial mix
IFCNF,B,gas analysis and leak detection niche instruments
IFNNY,A,power semiconductors cut energy losses across grid and auto
INTC,C,PC and server CPUs no durable-need mechanism
IPGLF,B,high-pressure pumps industrial mixed end-markets
IPGP,B,fiber lasers efficient materials processing cyclical
JELLF,C,scientific instruments revenue collapsing 39 percent
JGHAF,B,forklifts and warehouse systems logistics fit
KRDXF,B,automated storage systems logistics space efficiency
KYCCF,B,dominant factory sensors efficiency broad not need-specific
KNYJY,A,elevators and modernization essential building mobility
KRNNF,A,beverage processing packaging lines with recycling systems
KSVRF,A,pumps and valves essential water flow infrastructure
KLIC,C,legacy wire-bonding equipment cyclical
LSRCY,B,EUV mask inspection monopoly cyclical contraction
LSCC,C,general-purpose FPGAs no specific need mechanism
MTSI,C,RF components defense telecom mix without need mechanism
MRVL,B,data infrastructure silicon AI capex dependence
MXL,C,broadband SoCs volatile commodity-adjacent
MLXSF,B,auto sensors aid vehicle efficiency supplier role
MCHP,B,broad embedded control chips industrial auto
MCHPP,B,duplicate Microchip listing same broad embedded fit
MU,C,commodity memory boom-bust pricing cycles
MJPNF,C,second-tier probe cards niche
MIURF,A,high-efficiency compact boilers cut industrial fuel use
MPWR,A,power-conversion ICs reduce energy losses at scale
MICLF,C,niche electronics capex equipment indirect fit
NCTKY,B,rail brakes and precision gears mixed transport industrial
NVTS,C,GaN power story tiny shrinking revenue
NXT,A,solar trackers raise plant energy yield
NGKIF,B,grid insulators and ceramics steady component supplier
LASR,C,directed-energy defense lasers weapons exposure
NRDXF,A,onshore wind turbines expand clean energy
NVDA,B,accelerated computing efficiency gaming AI-capex mix
NXPI,B,auto industrial chips broad enabler
OERLY,C,mixed coatings aerospace flat growth unclear need fit
ON,A,power and sensing semis improve EV industrial efficiency
OSIS,C,security screening systems not durable-need efficiency
OXINF,C,research microscopy tools flat indirect need fit
PENG,C,AI infrastructure integrator mixed commodity hardware
POWI,A,high-voltage conversion chips cut power waste
Q,B,chip process materials consumable oligopoly
QRVO,C,smartphone RF chips consumer cycle defense mix
RMBS,C,memory interface niche plus IP rents
RTLLF,A,efficient commercial cooking systems cut kitchen energy waste
RNECY,B,microcontrollers for auto industrial broad enabler
RNSHF,B,precision metrology manufacturing quality niche
RTRZY,C,textile spinning machinery outside core needs
ROHCF,B,power-leaning chips mixed consumer exposure
RTOXF,B,valve actuators water power fit but oil-gas heavy
SDVKY,B,mining and metal-cutting tools efficiency commodity end-markets
SHLAF,A,elevators escalators essential building mobility and service
DINRF,B,wafer cleaning equipment second-tier semicap contraction
SMTC,B,IoT connectivity chips smart-metering fit mixed portfolio
SFDMF,B,smart-meter and security chips mixed portfolio
SHMZF,A,analytical and medical instruments serve health environment
SIEGY,A,automation grid rail and health infrastructure efficiency
SLAB,B,IoT chips for metering automation competitive field
SIMO,C,flash controllers consumer storage commodity-adjacent
SLTCY,C,commodity silicon wafers negative margins
SITM,B,MEMS timing chips resilience niche broad markets
SKHY,C,commodity memory boom-bust despite scale
SWKS,C,smartphone RF chips consumer cycle
SMECF,B,pneumatic components dominant but generic efficiency fit
SMGZY,B,industrial seals cut leaks security-detection mix dilutes
SLOIY,C,engineered wafers revenue collapsing 35 percent
SPXSY,A,steam and thermal energy management cuts industrial fuel
STMEF,B,broad auto industrial power semis diversified
STM,B,duplicate STMicro listing same broad fit
SULZF,A,pumps and flow equipment for water industrial efficiency
SUMCF,C,commodity silicon wafers thin margins
SYNA,C,consumer interface chips no need mechanism
TSM,A,dominant foundry compresses global chip cost per function
TXN,B,broad analog and power chips diversified enabler
THKLF,C,linear-motion components shrinking generic automation fit
TOELY,A,top-tier chip equipment cost-per-device compression
TMIUF,B,dicing probing metrology second-tier semicap
TSEM,B,specialty analog foundry niche platforms
TBABF,B,engineered seals durability fit diversified industrial
UCTT,C,outsourced semicap subsystems thin-margin service
ULVAF,B,vacuum equipment second-tier semicap supplier
UMC,B,mature-node foundry essential chips pricing pressure
UHOIF,C,specialty lamps mixed with cinema unclear need fit
VAIAF,A,weather environmental sensing supports energy infrastructure resilience
VLMTY,B,pulp bioenergy process tech circular angle cyclical
VACNY,B,vacuum valve leader semicap component contraction
VWDRY,A,leading wind turbines expand low-cost clean energy
VIAV,B,network test instruments comms infrastructure defense mix
WRTBY,A,marine power and grid storage balance energy systems
WEGRY,B,mining slurry wear equipment efficiency commodity mining
AAON,C,no verifiable description
ACMR,C,no verifiable description
AEIS,C,no verifiable description
AGCO,C,no verifiable description
ALH,B,commercial laundry equipment essential service unclear differentiation
AME,B,process power instruments diversified industrial mixed aero
ASML,A,lithography monopoly drives cost per transistor down
ATKR,B,electrical conduit building power commodity-adjacent
ACLS,B,ion implanters enable power chips second-tier semicap
BMI,A,smart water metering cuts utility water loss
BE,A,on-site fuel-cell power decentralized resilient energy
BC,C,recreational boating discretionary leisure
BWXT,C,defense-dominant naval nuclear components
CAE,B,flight simulators improve aviation training defense mix
CARR,A,HVAC and heat pumps cut building energy use
